oil_gas,district,lease_no,gas_mcf_d,oil_bbl_d,window,months_present
G,10,283120,413.58,95.82,202512-202605,6
G,10,283275,78.65,3.92,202512-202605,6
G,10,284190,83.02,7.82,202512-202605,6
G,10,284637,39.14,6.15,202512-202605,6
G,10,285558,222.31,13.22,202512-202605,6
G,10,286343,310.77,18.91,202512-202605,6
G,10,286682,88.81,17.8,202512-202605,6
G,10,286689,76.43,6.12,202512-202605,6
G,10,286722,0.0,0.0,202512-202605,6
G,10,288112,127.9,14.14,202512-202605,6
G,10,288268,0.0,0.0,202512-202605,6
G,10,288481,185.93,17.68,202512-202605,6
G,10,288822,118.09,8.01,202512-202605,6
G,10,289664,81.41,0.32,202512-202605,6
G,10,299294,596.49,70.59,202512-202605,6
G,10,299392,1618.67,146.36,202512-202605,6
G,10,299393,965.75,212.01,202512-202605,6
G,10,299776,949.97,185.3,202512-202605,6
G,10,299826,224.43,35.92,202512-202605,6
G,10,299918,1373.66,158.54,202512-202605,6
G,10,300125,1726.62,523.92,202512-202605,6
G,10,300858,0.0,0.0,202512-202605,6
G,10,285115,60.46,15.05,202512-202605,6
G,10,285394,21.32,16.15,202512-202605,6
G,10,285796,409.36,16.85,202512-202605,6
G,10,286791,257.46,45.53,202512-202605,6
G,10,288073,263.31,17.84,202512-202605,6
G,10,289504,179.27,12.19,202512-202605,6
G,10,289697,334.75,23.72,202512-202605,6
G,10,289929,561.9,39.42,202512-202605,6
G,10,290448,247.25,11.1,202512-202605,6
G,10,290458,100.49,6.79,202512-202605,6
G,10,290466,414.64,28.37,202512-202605,6
G,10,290505,186.92,17.43,202512-202605,6
G,10,290516,474.38,25.21,202512-202605,6
G,10,290449,208.96,15.48,202512-202605,6
G,10,290484,0.0,0.0,202512-202605,6
G,10,290524,461.74,23.93,202512-202605,6
G,10,291608,312.89,36.78,202512-202605,6
G,10,291961,116.28,14.34,202512-202605,6
G,10,292033,842.9,17.09,202512-202605,6
G,10,292059,65.12,6.33,202512-202605,6
G,10,292307,870.55,74.15,202512-202605,6
G,10,293137,446.1,31.36,202512-202605,6
G,10,294723,0.0,0.0,202512-202605,6
G,10,294859,427.36,40.91,202512-202605,6
G,10,295227,41.24,3.04,202512-202605,6
G,10,296570,517.75,16.6,202512-202605,6
G,10,290550,676.48,29.46,202512-202605,6
G,10,291158,248.81,21.81,202512-202605,6
G,10,291668,429.07,40.65,202512-202605,6
G,10,291907,183.23,13.45,202512-202605,6
G,10,291920,250.85,24.36,202512-202605,6
G,10,292893,345.24,48.93,202512-202605,6
G,10,292900,26.18,0.1,202512-202605,6
G,10,293058,145.81,24.59,202512-202605,6
G,10,293199,550.22,36.97,202512-202605,6
G,10,293826,570.64,36.2,202512-202605,6
G,10,293903,451.84,25.1,202512-202605,6
G,10,293961,269.18,42.76,202512-202605,6
G,10,293966,271.09,41.1,202512-202605,6
G,10,295124,154.69,16.59,202512-202605,6
G,10,297340,787.62,87.6,202512-202605,6
G,10,297914,710.14,51.74,202512-202605,6
G,10,298168,1.48,1.12,202512-202605,6
G,10,298191,97.03,8.57,202512-202605,6
G,10,298351,250.68,31.85,202512-202605,6
G,10,298355,1284.92,46.77,202512-202605,6
G,10,298421,737.79,78.08,202512-202605,6
G,10,298422,498.19,120.92,202512-202605,6
G,10,298873,413.02,90.94,202512-202605,6
G,10,299131,763.2,125.13,202512-202605,6
G,10,299246,943.91,80.03,202512-202605,6
G,10,299405,941.94,195.81,202512-202605,6
G,10,299407,1667.31,163.9,202512-202605,6
G,10,300166,454.27,44.09,202512-202605,6
G,10,295262,0.0,0.0,202512-202605,6
G,10,295331,382.15,75.16,202512-202605,6
G,10,295332,422.62,80.05,202512-202605,6
G,10,295517,0.0,0.0,202512-202605,6
G,10,295975,561.69,28.63,202512-202605,6
G,10,296303,267.28,43.68,202512-202605,6
G,10,296801,741.88,64.47,202512-202605,6
G,10,297037,494.76,34.37,202512-202605,6
G,10,297485,511.56,59.46,202512-202605,6
G,10,297611,286.06,37.35,202512-202605,6
G,10,297667,720.13,59.29,202512-202605,6
G,10,298423,395.94,111.57,202512-202605,6
G,10,299249,718.47,137.02,202512-202605,6
G,10,300572,0.0,0.0,202512-202605,6
G,10,300907,0.0,0.0,202512-202605,6
G,10,301271,0.0,0.0,202512-202605,6
G,10,299658,911.5,167.71,202512-202605,6
G,10,299666,216.86,23.36,202512-202605,6
G,10,299670,959.63,182.96,202512-202605,6
G,10,299796,650.57,171.62,202512-202605,6
G,10,299916,357.94,57.31,202512-202605,6
G,10,299941,1815.96,299.93,202512-202605,6
G,10,300202,1518.29,427.26,202512-202605,6
G,10,301217,0.0,0.0,202512-202605,6
G,10,164478,0.0,0.0,202512-202605,6
G,10,289838,384.81,19.79,202512-202605,6
G,10,293406,56.67,16.88,202512-202605,6
G,10,034234,0.0,0.0,202512-202605,6
G,10,096337,0.0,0.0,202512-202605,6
G,10,287280,254.9,23.19,202512-202605,6
G,10,293405,128.36,40.06,202512-202605,6
G,10,293499,44.65,12.49,202512-202605,6
G,10,153475,0.0,0.0,202512-202605,6
G,10,077918,38.7,0.0,202512-202605,6
G,10,161764,0.0,0.0,202512-202605,6
G,10,275410,0.0,0.0,202512-202605,6
G,10,289424,253.85,15.79,202512-202605,6
G,10,257829,0.0,0.0,202512-202605,6
G,10,286281,0.0,0.0,202512-202605,6
G,10,292693,469.94,45.6,202512-202605,6
G,10,293407,0.0,0.0,202512-202605,6
G,10,292814,594.69,49.7,202512-202605,6
G,10,293516,6.0,5.29,202512-202605,6
G,10,299558,654.6,195.92,202512-202605,6
G,10,299756,648.48,182.0,202512-202605,6
G,10,046617,0.0,0.0,202512-202605,6
G,10,157169,0.0,0.0,202512-202605,6
G,10,290574,222.02,23.86,202512-202605,6
G,10,292873,551.42,44.14,202512-202605,6
G,10,293500,177.92,45.63,202512-202605,6
G,10,044185,0.0,0.0,202512-202605,6
G,10,134815,6.34,0.0,202512-202605,6
G,10,289971,398.9,27.66,202512-202605,6
G,10,292872,659.57,41.95,202512-202605,6
G,10,293501,0.0,0.0,202512-202605,6
G,10,033252,53.84,0.0,202512-202605,6
G,10,075721,18.41,0.0,202512-202605,6
G,10,030409,6.34,0.0,202512-202605,6
G,10,037341,0.0,0.0,202512-202605,6
G,10,299757,247.08,115.16,202512-202605,6
G,10,154680,0.0,0.0,202512-202605,6
G,10,289455,346.53,46.01,202512-202605,6
G,10,046907,0.0,0.0,202512-202605,6
G,10,170869,0.0,0.0,202512-202605,6
G,10,293498,54.05,20.6,202512-202605,6
O,10,44239,12.46,1.96,202512-202605,6
O,10,49624,0.0,0.0,202512-202605,6
O,10,49636,28.21,31.98,202512-202605,6
O,10,51775,0.0,0.0,202512-202605,6
O,10,53024,0.0,0.0,202512-202605,6
O,10,55661,138.84,13.79,202512-202605,6
O,10,56720,687.44,125.64,202512-202605,6
O,10,59101,399.14,57.41,202512-202605,6
O,10,38084,86.05,4.98,202512-202605,6
O,10,46531,0.0,0.0,202512-202605,6
O,10,29885,0.0,0.0,202512-202605,6
O,10,31028,0.0,4.29,202512-202605,6
O,10,37151,0.0,4.77,202512-202605,6
O,10,37279,0.0,0.09,202512-202605,6
O,10,44905,0.52,0.25,202512-202605,6
O,10,16721,0.0,3.74,202512-202605,6
O,10,22114,0.0,0.0,202512-202605,6
O,10,29654,0.0,0.0,202512-202605,6
O,10,30334,0.0,0.0,202512-202605,6
O,10,39527,0.0,7.6,202512-202605,6
O,10,46573,0.0,0.0,202512-202605,6
O,10,51303,530.19,85.43,202512-202605,6
O,10,55612,0.0,0.0,202512-202605,6
O,10,56761,0.0,0.0,202512-202605,6
O,10,62576,0.0,0.0,202512-202605,6
O,10,63666,571.19,183.49,202512-202605,6
O,10,49286,0.0,0.0,202512-202605,6
O,10,49627,23.31,20.61,202512-202605,6
O,10,51947,98.37,20.05,202512-202605,6
O,10,53188,0.0,0.0,202512-202605,6
O,10,55662,472.41,39.6,202512-202605,6
O,10,60815,565.2,172.2,202512-202605,6
O,10,61040,0.0,0.0,202512-202605,6
O,10,40073,68.65,11.69,202512-202605,6
O,10,40092,0.0,12.11,202512-202605,6
O,10,40225,33.21,3.87,202512-202605,6
O,10,42581,0.0,12.75,202512-202605,6
O,10,45566,0.0,0.0,202512-202605,6
O,10,47517,0.0,0.0,202512-202605,6
O,10,50087,0.0,0.0,202512-202605,6
O,10,55929,1318.93,83.24,202512-202605,6
O,10,57866,103.54,54.22,202512-202605,6
O,10,58112,90.32,31.01,202512-202605,6
O,10,58114,234.02,90.95,202512-202605,6
O,10,60471,22.63,27.71,202512-202605,6
O,10,63009,414.21,116.06,202512-202605,6
O,10,22250,0.12,0.2,202512-202605,6
O,10,39495,0.0,2.18,202512-202605,6
O,10,29019,0.0,1.46,202512-202605,6
O,10,46801,616.52,115.47,202512-202605,6
O,10,22603,0.0,0.0,202512-202605,6
O,10,37771,0.0,0.0,202512-202605,6
O,10,37938,0.02,6.34,202512-202605,6
O,10,38089,11.43,3.35,202512-202605,6
O,10,39001,0.0,1.55,202512-202605,6
O,10,40560,0.0,7.18,202512-202605,6
O,10,41050,0.0,19.95,202512-202605,6
O,10,42559,0.81,3.02,202512-202605,6
O,10,22763,0.0,0.0,202512-202605,6
O,10,25089,0.0,0.0,202512-202605,6
O,10,27040,1.68,0.48,202512-202605,6
O,10,38997,0.0,2.86,202512-202605,6
O,10,40200,0.0,14.84,202512-202605,6
O,10,40312,0.0,0.0,202512-202605,6
O,10,40892,0.45,1.53,202512-202605,6
O,10,41682,0.0,0.0,202512-202605,6
O,10,43943,0.0,0.31,202512-202605,6
O,10,47234,22.95,5.11,202512-202605,6
O,10,55580,0.0,0.0,202512-202605,6
O,10,57753,735.48,165.4,202512-202605,6
O,10,57769,15.89,8.67,202512-202605,6
O,10,04753,0.0,0.0,202512-202605,6
O,10,41374,0.35,2.29,202512-202605,6
O,10,43739,0.07,1.43,202512-202605,6
O,10,43913,0.0,0.0,202512-202605,6
O,10,48669,8.59,1.84,202512-202605,6
O,10,56400,951.12,24.53,202512-202605,6
O,10,56529,17.74,1.36,202512-202605,6
O,10,56763,800.79,33.19,202512-202605,6
O,10,57752,292.73,49.57,202512-202605,6
O,10,58089,241.2,39.55,202512-202605,6
O,10,59099,770.56,57.46,202512-202605,6
O,10,60385,17.32,5.53,202512-202605,6
O,10,60677,233.5,90.63,202512-202605,6
O,10,60707,153.73,40.17,202512-202605,6
O,10,63299,0.0,0.0,202512-202605,6
O,10,43983,11.3,1.63,202512-202605,6
O,10,45685,34.55,4.69,202512-202605,6
O,10,49676,69.86,28.54,202512-202605,6
O,10,51930,88.75,10.05,202512-202605,6
O,10,55659,934.61,105.75,202512-202605,6
O,10,56730,567.42,28.55,202512-202605,6
O,10,56764,1204.12,73.6,202512-202605,6
O,10,57789,54.68,8.82,202512-202605,6
O,10,58077,193.85,32.42,202512-202605,6
O,10,37427,0.0,5.92,202512-202605,6
O,10,43191,0.0,0.0,202512-202605,6
O,10,57808,860.57,182.96,202512-202605,6
O,10,58115,175.51,109.89,202512-202605,6
O,10,59098,635.93,85.79,202512-202605,6
O,10,60457,36.07,26.84,202512-202605,6
O,10,62877,812.4,572.32,202512-202605,6
O,10,62914,1663.61,774.87,202512-202605,6
O,10,26809,0.0,5.71,202512-202605,6
O,10,36311,0.0,2.73,202512-202605,6
O,10,38822,0.0,0.69,202512-202605,6
O,10,47502,8.36,2.1,202512-202605,6
O,10,20262,0.0,0.0,202512-202605,6
O,10,23812,0.0,0.0,202512-202605,6
O,10,46450,0.0,0.0,202512-202605,6
O,09,04671,0.0,0.05,202512-202605,6
O,09,07280,0.0,0.0,202512-202605,6
O,09,08920,0.0,1.89,202512-202605,6
O,09,09041,0.49,0.44,202512-202605,6
O,09,11663,0.0,0.0,202512-202605,6
O,09,13523,0.01,0.01,202512-202605,6
O,09,14022,0.0,0.16,202512-202605,6
O,09,14025,0.0,0.0,202512-202605,6
O,10,04053,0.0,0.0,202512-202605,6
O,10,04756,0.0,0.0,202512-202605,6
O,10,22075,0.0,0.89,202512-202605,6
O,10,33155,0.0,0.0,202512-202605,6
O,09,08276,0.0,0.0,202512-202605,6
O,09,09247,0.0,0.47,202512-202605,6
O,09,09966,0.0,0.76,202512-202605,6
O,09,10771,0.0,0.57,202512-202605,6
O,09,13135,0.0,0.06,202512-202605,6
O,09,14031,0.0,0.0,202512-202605,6
O,09,21654,242.45,41.7,202512-202605,6
O,09,21869,709.95,53.54,202512-202605,6
O,09,21928,466.91,41.3,202512-202605,6
O,09,22116,265.7,20.94,202512-202605,6
O,10,25936,0.0,0.0,202512-202605,3
O,10,44240,0.0,10.05,202512-202605,6
O,10,48211,0.0,0.0,202512-202605,6
O,10,20269,0.0,0.0,202512-202605,6
O,10,33746,0.0,0.0,202512-202605,3
O,10,48001,284.53,61.92,202512-202605,6
O,10,63734,354.06,62.35,202512-202605,6
O,10,45986,0.0,6.62,202512-202605,6
O,10,49229,0.0,0.0,202512-202605,6
O,10,50838,6.75,2.8,202512-202605,6
O,10,53614,708.14,64.57,202512-202605,6
O,10,55337,0.0,0.0,202512-202605,6
O,10,55963,983.76,49.05,202512-202605,6
O,10,56498,1427.34,95.83,202512-202605,6
O,10,58074,207.96,52.52,202512-202605,6
O,10,59100,793.59,57.47,202512-202605,6
O,10,62904,475.81,126.1,202512-202605,6
O,10,63018,1756.5,957.8,202512-202605,6
O,10,48934,152.93,13.59,202512-202605,6
O,09,14057,0.0,0.0,202512-202605,6
O,09,14841,0.0,0.25,202512-202605,6
O,09,15149,3.83,0.36,202512-202605,6
O,09,16639,0.0,0.0,202512-202605,6
O,09,17783,0.0,0.0,202512-202605,6
O,09,19633,0.0,0.0,202512-202605,6
O,09,20956,349.87,25.24,202512-202605,6
O,09,21410,735.6,16.2,202512-202605,6
O,09,21659,344.18,29.62,202512-202605,6
O,09,21799,160.88,14.9,202512-202605,6
O,09,21801,1.91,7.61,202512-202605,6
O,09,21991,784.37,44.15,202512-202605,6
O,09,22215,374.66,49.25,202512-202605,6
O,09,22220,341.78,78.8,202512-202605,6
O,09,22510,776.25,110.04,202512-202605,6
O,09,22520,685.65,41.9,202512-202605,6
O,09,22523,666.44,29.84,202512-202605,6
O,09,22561,335.41,82.47,202512-202605,6
O,09,22694,0.4,2.01,202512-202605,6
O,09,22771,534.52,119.99,202512-202605,6
O,09,22881,91.38,65.17,202512-202605,6
O,09,23311,582.8,287.26,202512-202605,6
O,09,23387,732.1,152.45,202512-202605,6
O,10,46255,14.42,0.6,202512-202605,6
O,10,21021,0.0,0.0,202512-202605,6
O,10,45583,89.01,16.36,202512-202605,6
O,10,48646,0.0,0.0,202512-202605,6
O,10,54224,154.68,16.58,202512-202605,6
O,10,07832,0.0,0.0,202512-202605,6
O,10,23669,0.0,0.0,202512-202605,6
O,10,33576,0.0,0.99,202512-202605,6
O,09,02812,0.0,0.0,202512-202605,6
O,09,07056,0.0,0.0,202512-202605,6
O,09,07259,0.0,0.0,202512-202605,6
O,09,08407,0.0,2.41,202512-202605,6
O,09,14016,0.0,0.02,202512-202605,6
O,10,21071,0.0,0.0,202512-202605,6
O,10,23010,0.0,0.0,202512-202605,3
O,10,32122,1.38,1.02,202512-202605,6
O,10,45191,0.0,0.0,202512-202605,3
O,10,03482,0.0,0.0,202512-202605,6
O,10,04748,0.0,0.0,202512-202605,6
O,10,04752,0.0,0.0,202512-202605,6
O,10,04757,0.0,0.0,202512-202605,6
O,10,48514,0.0,0.0,202512-202605,3
O,09,22245,44.52,14.17,202512-202605,6
O,09,22249,229.08,21.93,202512-202605,6
O,09,22305,0.0,0.0,202512-202605,6
O,09,22427,559.02,51.57,202512-202605,6
O,09,22430,246.58,31.17,202512-202605,6
O,09,22553,141.25,60.56,202512-202605,6
O,09,22611,176.52,89.73,202512-202605,6
O,09,22613,201.32,90.12,202512-202605,6
O,09,22619,167.26,60.85,202512-202605,6
O,09,22761,199.71,47.64,202512-202605,6
O,09,22859,544.57,108.54,202512-202605,6
O,09,22873,553.22,115.23,202512-202605,6
O,09,22888,678.54,170.11,202512-202605,6
O,09,22970,415.64,109.02,202512-202605,6
O,10,22708,0.1,0.0,202512-202605,6
O,10,29736,0.0,0.0,202512-202605,6
O,10,37575,0.0,3.91,202512-202605,6
O,10,38413,0.0,0.0,202512-202605,6
O,10,38800,0.0,0.0,202512-202605,6
O,10,39552,0.0,7.65,202512-202605,6
O,10,40096,22.81,2.87,202512-202605,6
O,10,40620,0.0,7.16,202512-202605,6
O,10,40764,5.87,2.82,202512-202605,6
O,10,44553,0.0,4.23,202512-202605,6
O,10,49628,61.66,26.65,202512-202605,6
O,10,51673,3489.87,563.39,202512-202605,6
O,10,54096,87.18,36.12,202512-202605,6
O,10,10316,0.0,0.0,202512-202605,6
O,10,43724,0.0,0.0,202512-202605,6
O,09,14139,0.0,0.0,202512-202605,6
O,09,20203,0.0,0.0,202512-202605,6
O,09,21663,297.68,36.55,202512-202605,6
O,09,21862,31.21,1.42,202512-202605,6
O,09,21873,849.98,52.52,202512-202605,6
O,09,21930,194.05,28.93,202512-202605,6
O,09,21933,110.13,26.52,202512-202605,6
O,09,21938,0.0,11.97,202512-202605,6
O,09,21999,583.93,40.3,202512-202605,6
O,09,22065,30.19,12.23,202512-202605,6
O,09,22071,320.96,44.9,202512-202605,6
O,09,22080,359.41,43.56,202512-202605,6
O,09,22112,512.62,48.49,202512-202605,6
O,09,22228,357.57,41.44,202512-202605,6
O,10,07831,0.0,0.0,202512-202605,6
O,10,36838,0.0,0.4,202512-202605,6
O,10,36860,0.0,0.0,202512-202605,6
O,10,46122,0.0,0.14,202512-202605,6
O,10,51329,0.0,0.0,202512-202605,6
O,10,10641,0.0,0.0,202512-202605,6
O,10,12597,0.0,1.71,202512-202605,6
O,10,21823,0.0,0.92,202512-202605,6
O,10,23968,0.0,0.0,202512-202605,6
O,09,02547,0.0,0.0,202512-202605,6
O,09,02835,0.0,0.21,202512-202605,6
O,09,09691,0.0,0.0,202512-202605,6
O,09,10772,0.0,0.47,202512-202605,6
O,09,14309,0.0,0.0,202512-202605,6
O,09,17938,0.0,0.0,202512-202605,6
O,09,21409,191.12,13.99,202512-202605,6
O,09,21680,3.02,24.26,202512-202605,6
O,09,21870,327.32,33.38,202512-202605,6
O,09,21993,14.2,5.69,202512-202605,6
O,09,22079,367.34,36.58,202512-202605,6
O,09,22083,98.08,19.35,202512-202605,6
O,09,22222,321.79,114.02,202512-202605,6
O,10,29970,0.0,0.0,202512-202605,2
O,10,34155,0.0,0.0,202512-202605,6
O,10,34372,0.0,0.0,202512-202605,6
O,10,45548,211.26,30.87,202512-202605,6
O,10,48486,75.32,13.94,202512-202605,6
O,10,51769,0.0,0.0,202512-202605,6
O,10,61986,749.97,71.21,202512-202605,6
O,10,62412,580.31,174.25,202512-202605,6
O,10,63809,1057.52,673.07,202512-202605,6
O,10,56522,810.59,6.53,202512-202605,6
O,10,56624,670.98,85.47,202512-202605,6
O,10,58111,175.95,84.43,202512-202605,6
O,10,47967,458.25,11.15,202512-202605,6
O,10,48588,0.0,0.0,202512-202605,6
O,09,01453,0.0,0.0,202512-202605,6
O,09,02577,0.07,0.19,202512-202605,6
O,09,04751,0.0,0.51,202512-202605,6
O,09,07708,0.0,0.0,202512-202605,6
O,09,08069,0.0,0.0,202512-202605,6
O,09,08903,0.0,1.37,202512-202605,6
O,09,09397,0.0,0.48,202512-202605,6
O,09,09900,0.0,0.7,202512-202605,6
O,09,11792,0.0,2.26,202512-202605,6
O,09,12285,0.0,0.0,202512-202605,6
O,09,13948,0.0,0.64,202512-202605,6
O,09,14013,0.0,0.0,202512-202605,6
O,10,25064,0.0,0.0,202512-202605,6
O,10,35935,0.0,0.0,202512-202605,6
O,10,38773,0.0,1.26,202512-202605,6
O,10,41467,0.0,4.43,202512-202605,6
O,10,42320,0.0,0.0,202512-202605,6
O,10,45781,0.0,0.0,202512-202605,6
O,09,22246,283.75,67.2,202512-202605,6
O,09,22250,425.59,20.8,202512-202605,6
O,09,22509,732.77,28.97,202512-202605,6
O,09,22525,493.03,24.4,202512-202605,6
O,09,22544,285.43,60.58,202512-202605,6
O,09,22547,698.91,34.58,202512-202605,6
O,09,22615,305.04,56.8,202512-202605,6
O,09,22788,125.27,87.73,202512-202605,6
O,09,22854,324.51,140.15,202512-202605,6
O,09,22856,501.16,214.07,202512-202605,6
O,09,22875,387.5,102.42,202512-202605,6
O,09,22882,154.18,187.79,202512-202605,6
O,09,22972,701.36,70.66,202512-202605,6
O,09,23395,777.66,154.73,202512-202605,6
O,09,00791,0.0,3.43,202512-202605,6
O,09,01501,0.0,0.0,202512-202605,6
O,09,04554,0.04,0.03,202512-202605,6
O,09,08408,0.0,0.63,202512-202605,6
O,09,14030,0.0,0.0,202512-202605,6
O,09,15006,0.0,0.16,202512-202605,6
O,09,15146,3.14,0.26,202512-202605,6
O,09,16649,0.0,0.0,202512-202605,6
O,09,17640,0.0,0.0,202512-202605,6
O,09,19481,259.88,1.8,202512-202605,6
O,09,20923,0.0,0.05,202512-202605,6
O,10,28807,0.0,0.4,202512-202605,6
O,10,60819,0.0,0.0,202512-202605,6
O,09,02369,0.0,0.01,202512-202605,6
O,09,03526,0.0,0.0,202512-202605,6
O,09,07891,0.0,0.0,202512-202605,6
O,09,10125,0.0,0.0,202512-202605,6
O,09,14018,0.0,0.0,202512-202605,6
O,09,14028,0.0,0.03,202512-202605,6
O,09,16610,0.0,0.0,202512-202605,6
O,09,22223,377.12,90.5,202512-202605,6
O,09,22515,779.82,30.02,202512-202605,6
O,09,22537,219.09,111.2,202512-202605,6
O,09,22546,122.25,46.9,202512-202605,6
O,09,22550,411.23,48.06,202512-202605,6
O,09,22558,523.26,38.92,202512-202605,6
O,09,22628,644.56,141.26,202512-202605,6
O,09,22760,598.76,112.26,202512-202605,6
O,09,22765,525.7,272.02,202512-202605,6
O,09,22779,314.4,40.9,202512-202605,6
O,09,22872,118.37,95.15,202512-202605,6
O,09,23390,665.57,180.43,202512-202605,6
O,10,41765,0.0,0.0,202512-202605,6
O,10,42411,0.0,0.0,202512-202605,6
O,09,14029,0.0,0.02,202512-202605,6
O,09,19058,169.7,10.9,202512-202605,6
O,09,19543,1508.94,347.59,202512-202605,6
O,09,19987,575.49,110.51,202512-202605,6
O,09,21442,698.15,34.37,202512-202605,6
O,09,21679,4.75,38.26,202512-202605,6
O,09,21872,333.89,23.64,202512-202605,6
O,09,21931,88.41,43.75,202512-202605,6
O,09,21935,168.82,17.82,202512-202605,6
O,09,21992,145.77,20.63,202512-202605,6
O,09,21998,111.05,12.02,202512-202605,6
O,09,22229,276.23,77.01,202512-202605,6
O,09,22428,915.02,119.75,202512-202605,6
O,09,22511,505.14,37.72,202512-202605,6
O,10,46494,7.24,1.8,202512-202605,6
O,10,49266,113.29,4.76,202512-202605,6
O,10,51931,90.38,25.36,202512-202605,6
O,10,51982,63.54,10.03,202512-202605,6
O,10,53611,646.86,48.6,202512-202605,6
O,10,53612,814.09,14.86,202512-202605,6
O,10,54390,0.0,0.0,202512-202605,6
O,10,55660,656.48,38.61,202512-202605,6
O,10,55928,1031.21,55.98,202512-202605,6
O,10,56509,764.16,22.51,202512-202605,6
O,10,56762,958.75,82.47,202512-202605,6
O,10,58076,73.16,24.04,202512-202605,6
O,10,58078,293.88,53.51,202512-202605,6
O,11,62629,0.0,0.0,202512-202605,6
O,10,42842,15.81,2.13,202512-202605,6
O,10,44121,3.97,5.96,202512-202605,6
O,10,45912,0.0,0.0,202512-202605,6
O,10,62911,855.24,98.31,202512-202605,6
O,10,62925,745.08,79.23,202512-202605,6
O,10,62985,343.96,57.8,202512-202605,6
O,09,20988,530.26,27.26,202512-202605,6
O,09,21658,181.07,80.23,202512-202605,6
O,09,21721,5.56,44.8,202512-202605,6
O,09,21871,902.17,96.27,202512-202605,6
